pba_code,pba_label,cendiv,cendiv_label,pubclim,pubclim_label,sqft,floor_count,year_built_category,operating_hours,occupancy_pct,site_eui,weight
26,Service,1,New England,2,Cool,4800,1,8,40,,68.049,6534.79
5,Nonrefrigerated warehouse,2,Middle Atlantic,2,Cool,44000,1,6,56,,60.939,224.76
13,Public assembly,2,Middle Atlantic,3,Mixed mild,73000,2,2,18,,152.1793,224.76
14,Education,9,Pacific,4,Warm,6700,1,9,40,,18.1476,4384.99
14,Education,3,East North Central,2,Cool,110000,2,8,108,,30.7074,8.93
2,Office,7,West South Central,5,Hot or very hot,330000,3,8,50,100.0,102.7065,9.01
2,Office,3,East North Central,2,Cool,600000,9,5,11,100.0,39.0302,15.06
14,Education,5,South Atlantic,3,Mixed mild,3000,1,6,40,,66.027,4468.96
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,700000,5,7,168,,69.836,9.01
14,Education,3,East North Central,2,Cool,78000,2,8,10,,51.2653,20.62
2,Office,1,New England,2,Cool,600000,2,6,168,60.0,142.1873,7.62
2,Office,9,Pacific,4,Warm,28500,1,7,50,100.0,75.8769,611.8
5,Nonrefrigerated warehouse,4,West North Central,1,Cold or very cold,54000,1,5,50,,6.2954,245.01
15,Food service,5,South Atlantic,4,Warm,1600,1,3,77,,167.6962,1195.14
2,Office,3,East North Central,2,Cool,32500,1,7,168,100.0,31.5554,8.85
25,Retail other than mall,7,West South Central,4,Warm,2900,1,3,40,,101.7531,2990.63
25,Retail other than mall,4,West North Central,1,Cold or very cold,65000,3,8,63,,76.6116,117.32
15,Food service,8,Mountain,4,Warm,8000,2,6,70,,88.6911,1029.87
14,Education,3,East North Central,3,Mixed mild,80000,3,8,38,,74.5432,97.52
14,Education,2,Middle Atlantic,7,Withheld for confidentiality,485000,18,4,73,,99.2335,5.89
26,Service,1,New England,7,Withheld for confidentiality,1500000,5,5,168,,59.6623,14.73
14,Education,7,West South Central,5,Hot or very hot,205000,1,6,58,,38.5477,49.23
14,Education,1,New England,2,Cool,230000,4,2,40,,67.2019,44.12
18,Lodging,9,Pacific,7,Withheld for confidentiality,28500,2,6,168,,122.107,495.15
15,Food service,2,Middle Atlantic,2,Cool,1200,2,6,64,,232.1608,1195.14
18,Lodging,9,Pacific,7,Withheld for confidentiality,158000,12,7,168,,95.4515,9.11
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,260000,6,4,168,,146.7757,9.07
23,Strip shopping center,9,Pacific,5,Hot or very hot,70000,1,8,55,100.0,60.3373,10.71
18,Lodging,9,Pacific,3,Mixed mild,1100,1,3,168,,75.5891,4384.99
26,Service,4,West North Central,2,Cool,75000,1,8,40,,58.5843,633.24
14,Education,6,East South Central,3,Mixed mild,210000,2,3,60,,34.3928,9.93
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,600000,12,8,168,,210.7313,14.9
18,Lodging,3,East North Central,7,Withheld for confidentiality,144000,2,6,168,,56.5742,100.08
15,Food service,5,South Atlantic,4,Warm,2200,1,2,40,,144.9236,2990.63
2,Office,4,West North Central,1,Cold or very cold,16750,2,8,45,95.0,57.6507,1484.29
14,Education,5,South Atlantic,3,Mixed mild,83000,1,7,50,,66.8927,288.37
26,Service,9,Pacific,4,Warm,11500,1,4,55,,46.0303,717.24
25,Retail other than mall,3,East North Central,2,Cool,184000,1,8,168,,124.6763,54.09
2,Office,9,Pacific,4,Warm,415000,18,6,40,93.0,81.0687,15.06
5,Nonrefrigerated warehouse,3,East North Central,1,Cold or very cold,6300,1,3,45,,32.906,3075.23
26,Service,5,South Atlantic,3,Mixed mild,4800,1,6,55,,111.7794,2990.63
24,Enclosed mall,8,Mountain,7,Withheld for confidentiality,700000,2,7,73,92.0,62.2969,49.24
91,Other,9,Pacific,4,Warm,7200,1,4,84,,34.6575,3075.23
17,Nursing,3,East North Central,3,Mixed mild,65000,2,8,168,,68.596,282.95
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,285000,7,4,168,,251.7856,10.07
16,Inpatient health care,2,Middle Atlantic,7,Withheld for confidentiality,1500000,12,8,168,,114.1842,9.88
14,Education,6,East South Central,4,Warm,104000,2,5,48,,64.3378,324.59
18,Lodging,1,New England,7,Withheld for confidentiality,270000,18,6,168,,123.7781,8.74
2,Office,9,Pacific,4,Warm,310000,18,6,168,85.0,82.2648,15.06
15,Food service,7,West South Central,5,Hot or very hot,13000,2,8,168,,245.2522,690.18
12,Religious worship,4,West North Central,2,Cool,50000,1,6,65,,34.0854,623.52
15,Food service,4,West North Central,2,Cool,2650,3,2,72,,58.9774,1195.14
16,Inpatient health care,3,East North Central,7,Withheld for confidentiality,500000,4,9,168,,237.6562,146.87
2,Office,3,East North Central,2,Cool,1100,2,2,40,100.0,92.0091,1472.45
26,Service,3,East North Central,2,Cool,8000,1,2,55,,95.3671,1472.45
91,Other,2,Middle Atlantic,3,Mixed mild,6000,1,4,40,,41.6225,2990.63
2,Office,3,East North Central,2,Cool,66000,7,3,53,100.0,114.9045,403.75
5,Nonrefrigerated warehouse,6,East South Central,3,Mixed mild,2600,1,8,168,,28.7008,774.84
13,Public assembly,8,Mountain,5,Hot or very hot,3800,1,4,24,,20.3282,1195.14
14,Education,2,Middle Atlantic,3,Mixed mild,265000,5,4,76,,48.4862,9.01
26,Service,3,East North Central,2,Cool,5100,1,9,40,,8.7678,3709.28
14,Education,5,South Atlantic,7,Withheld for confidentiality,49500,3,2,84,,138.1727,267.28
23,Strip shopping center,7,West South Central,4,Warm,54000,1,7,60,62.0,136.479,395.28
15,Food service,3,East North Central,2,Cool,3000,1,3,112,,464.894,2052.82
14,Education,2,Middle Atlantic,3,Mixed mild,116000,5,2,78,,82.7979,8.84
18,Lodging,2,Middle Atlantic,7,Withheld for confidentiality,700000,12,6,168,,37.2859,8.84
23,Strip shopping center,3,East North Central,2,Cool,6400,1,6,55,52.0,139.8017,4740.75
14,Education,4,West North Central,1,Cold or very cold,215000,3,4,115,,132.0535,14.9
2,Office,5,South Atlantic,4,Warm,55000,2,8,50,100.0,51.8122,125.04
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,340000,1,5,40,,23.0898,31.68
2,Office,7,West South Central,4,Warm,3000,3,2,40,100.0,92.6547,1195.14
12,Religious worship,5,South Atlantic,3,Mixed mild,15750,2,3,10,,12.675,2990.63
5,Nonrefrigerated warehouse,5,South Atlantic,3,Mixed mild,40500,1,5,50,,64.0522,552.0
26,Service,6,East South Central,4,Warm,1300,1,6,48,,111.8338,1218.03
12,Religious worship,1,New England,3,Mixed mild,3200,2,3,5,,84.4853,240.4
5,Nonrefrigerated warehouse,2,Middle Atlantic,2,Cool,186000,1,5,50,,5.6175,31.35
14,Education,2,Middle Atlantic,2,Cool,245000,5,2,63,,93.4422,8.84
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,5000,1,4,0,,50.7388,3709.28
25,Retail other than mall,3,East North Central,3,Mixed mild,168000,1,9,133,,99.5983,125.92
4,Laboratory,2,Middle Atlantic,3,Mixed mild,455000,9,4,168,,190.475,63.15
14,Education,6,East South Central,7,Withheld for confidentiality,220000,2,8,130,,176.7345,8.44
8,Outpatient health care,6,East South Central,4,Warm,25000,1,6,45,90.0,55.6833,1426.39
2,Office,9,Pacific,4,Warm,2000,1,8,30,100.0,44.0245,15.06
14,Education,3,East North Central,3,Mixed mild,85000,3,3,45,,101.1464,174.24
2,Office,2,Middle Atlantic,3,Mixed mild,235000,4,6,10,95.0,161.5021,39.95
25,Retail other than mall,6,East South Central,4,Warm,65000,1,8,72,,11.6899,245.01
14,Education,3,East North Central,7,Withheld for confidentiality,45500,5,4,84,,109.5224,332.94
13,Public assembly,7,West South Central,5,Hot or very hot,17000,1,5,168,,40.0463,1489.41
13,Public assembly,5,South Atlantic,4,Warm,3100,2,7,0,,32.549,3320.27
2,Office,5,South Atlantic,5,Hot or very hot,395000,18,6,65,66.0,23.8603,14.9
26,Service,2,Middle Atlantic,3,Mixed mild,25000,2,6,76,,49.406,621.37
2,Office,1,New England,2,Cool,194000,6,8,65,100.0,141.8091,14.73
2,Office,4,West North Central,1,Cold or very cold,2700,2,8,55,100.0,70.5104,2990.63
24,Enclosed mall,2,Middle Atlantic,7,Withheld for confidentiality,700000,1,6,90,95.0,6.0934,44.87
14,Education,7,West South Central,4,Warm,77000,2,8,40,,65.443,330.8
25,Retail other than mall,2,Middle Atlantic,2,Cool,196000,1,7,168,,113.7474,107.76
2,Office,8,Mountain,3,Mixed mild,330000,5,2,90,60.0,52.5877,14.9
26,Service,3,East North Central,1,Cold or very cold,2400,1,5,45,,47.0267,3075.23
12,Religious worship,5,South Atlantic,4,Warm,21500,2,8,8,,7.0638,468.41
4,Laboratory,7,West South Central,5,Hot or very hot,500001,18,7,72,,245.6416,9.88
23,Strip shopping center,5,South Atlantic,4,Warm,12000,1,8,45,100.0,77.0099,2009.74
5,Nonrefrigerated warehouse,4,West North Central,3,Mixed mild,75000,1,7,10,,63.9063,245.01
12,Religious worship,7,West South Central,4,Warm,112000,2,2,58,,60.4166,117.32
14,Education,7,West South Central,3,Mixed mild,130000,1,8,50,,31.323,99.38
2,Office,2,Middle Atlantic,3,Mixed mild,600000,18,6,11,90.0,66.4836,42.58
2,Office,4,West North Central,2,Cool,340000,1,7,96,98.0,81.8444,48.85
2,Office,7,West South Central,5,Hot or very hot,265000,12,6,65,78.0,58.1376,14.9
23,Strip shopping center,3,East North Central,3,Mixed mild,250000,2,7,75,85.0,117.9628,72.88
13,Public assembly,1,New England,2,Cool,20750,3,2,58,,65.9469,1461.43
14,Education,2,Middle Atlantic,2,Cool,138000,3,8,80,,77.4751,99.38
2,Office,6,East South Central,4,Warm,445000,18,5,60,90.0,32.2816,6.42
2,Office,4,West North Central,1,Cold or very cold,50000,2,5,100,100.0,43.6435,1489.41
5,Nonrefrigerated warehouse,8,Mountain,2,Cool,12750,1,8,50,,60.0834,1030.4
13,Public assembly,6,East South Central,4,Warm,350000,7,4,126,,160.4155,8.44
8,Outpatient health care,3,East North Central,3,Mixed mild,210000,6,6,168,90.0,153.83,8.62
15,Food service,6,East South Central,4,Warm,3300,1,5,70,,313.2709,1218.03
14,Education,5,South Atlantic,5,Hot or very hot,200001,2,6,68,,30.1321,9.01
15,Food service,9,Pacific,1,Cold or very cold,1600,1,2,51,,45.9569,1473.57
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,73000,1,3,63,,45.0136,237.36
15,Food service,3,East North Central,2,Cool,2000,1,8,103,,193.149,1335.8
26,Service,3,East North Central,3,Mixed mild,20000,1,5,50,,19.5338,1101.66
12,Religious worship,6,East South Central,4,Warm,33000,3,7,30,,32.7741,1413.09
13,Public assembly,1,New England,2,Cool,114000,2,5,112,,173.95,240.4
8,Outpatient health care,8,Mountain,4,Warm,1700,1,6,40,100.0,144.0459,1029.87
8,Outpatient health care,8,Mountain,5,Hot or very hot,7200,1,8,40,100.0,84.915,1505.12
14,Education,5,South Atlantic,3,Mixed mild,128000,2,9,45,,46.2285,66.03
6,Food sales,3,East North Central,2,Cool,110000,1,9,168,,238.2962,49.37
13,Public assembly,9,Pacific,4,Warm,18250,1,5,30,,23.1533,1486.89
14,Education,5,South Atlantic,4,Warm,102000,1,7,60,,49.0566,288.37
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,20000,1,8,40,,28.3486,3420.76
5,Nonrefrigerated warehouse,9,Pacific,3,Mixed mild,50000,2,4,120,,15.1376,808.37
2,Office,5,South Atlantic,3,Mixed mild,230000,4,2,50,70.0,47.1977,14.9
7,Public order and safety,5,South Atlantic,7,Withheld for confidentiality,25000,2,8,45,,69.9039,681.06
13,Public assembly,5,South Atlantic,5,Hot or very hot,62000,3,8,70,,150.1227,14.9
17,Nursing,3,East North Central,1,Cold or very cold,400000,3,6,168,,81.2969,27.22
7,Public order and safety,7,West South Central,4,Warm,51000,2,8,168,,155.8369,504.63
8,Outpatient health care,8,Mountain,4,Warm,28000,1,7,45,90.0,55.7573,675.45
2,Office,5,South Atlantic,4,Warm,455000,18,6,60,65.0,83.5577,14.9
12,Religious worship,6,East South Central,4,Warm,132000,2,5,60,,10.3918,115.51
5,Nonrefrigerated warehouse,8,Mountain,3,Mixed mild,800000,2,7,144,,13.2838,31.35
2,Office,7,West South Central,4,Warm,7500,1,5,40,100.0,121.6391,2990.63
5,Nonrefrigerated warehouse,5,South Atlantic,5,Hot or very hot,10250,1,8,40,,16.5372,1218.58
13,Public assembly,5,South Atlantic,5,Hot or very hot,45000,2,6,63,,168.1167,309.52
2,Office,1,New England,2,Cool,110000,4,2,50,100.0,99.1546,14.73
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,210000,3,7,168,,93.5003,28.53
8,Outpatient health care,1,New England,1,Cold or very cold,20000,1,8,60,100.0,29.0471,488.97
5,Nonrefrigerated warehouse,4,West North Central,3,Mixed mild,18000,1,7,40,,68.9761,1413.09
13,Public assembly,9,Pacific,5,Hot or very hot,1500,1,8,168,,75.6387,677.49
13,Public assembly,7,West South Central,5,Hot or very hot,15000,2,2,40,,73.5293,1484.29
25,Retail other than mall,3,East North Central,2,Cool,210000,1,7,168,,111.7978,55.66
13,Public assembly,5,South Atlantic,5,Hot or very hot,600000,3,7,80,,38.6355,48.85
5,Nonrefrigerated warehouse,1,New England,2,Cool,60000,3,5,55,,29.6625,611.8
2,Office,7,West South Central,5,Hot or very hot,74000,2,8,50,100.0,80.2135,244.16
14,Education,4,West North Central,1,Cold or very cold,230000,3,4,60,,70.9962,22.22
18,Lodging,4,West North Central,7,Withheld for confidentiality,200001,18,4,168,,165.0127,9.01
2,Office,8,Mountain,2,Cool,210000,12,6,75,88.0,50.4649,14.9
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,275000,1,5,168,,6.2185,8.76
13,Public assembly,3,East North Central,2,Cool,200000,3,6,110,,58.1698,118.55
13,Public assembly,7,West South Central,3,Mixed mild,27500,2,8,168,,159.9177,591.56
12,Religious worship,5,South Atlantic,4,Warm,22000,1,5,5,,9.9092,1413.09
5,Nonrefrigerated warehouse,4,West North Central,1,Cold or very cold,150000,2,6,50,,55.4271,27.6
91,Other,1,New England,2,Cool,54000,1,6,168,,63.1647,134.42
2,Office,8,Mountain,3,Mixed mild,196000,2,8,60,80.0,57.1544,69.6
7,Public order and safety,1,New England,2,Cool,600000,12,7,168,,117.5407,8.91
13,Public assembly,1,New England,2,Cool,2750,2,7,130,,5.1244,2934.43
14,Education,2,Middle Atlantic,7,Withheld for confidentiality,305000,9,7,80,,112.0571,5.89
14,Education,2,Middle Atlantic,7,Withheld for confidentiality,420000,5,8,78,,95.6151,5.89
13,Public assembly,5,South Atlantic,5,Hot or very hot,32000,1,4,54,,10.3448,623.52
2,Office,5,South Atlantic,4,Warm,4000,3,6,40,100.0,48.1625,1218.03
2,Office,3,East North Central,2,Cool,210000,12,8,60,87.0,117.9883,15.06
13,Public assembly,7,West South Central,3,Mixed mild,210000,6,8,46,,183.2304,68.7
12,Religious worship,6,East South Central,4,Warm,5000,1,5,8,,23.7536,2990.63
8,Outpatient health care,8,Mountain,5,Hot or very hot,11000,1,8,45,100.0,33.3681,1461.43
17,Nursing,4,West North Central,1,Cold or very cold,50001,2,8,168,,93.7314,329.67
14,Education,5,South Atlantic,7,Withheld for confidentiality,255000,7,4,80,,149.8175,15.29
18,Lodging,9,Pacific,7,Withheld for confidentiality,36000,4,6,168,,72.7263,426.97
14,Education,4,West North Central,3,Mixed mild,355000,3,5,60,,78.3291,44.64
25,Retail other than mall,4,West North Central,2,Cool,24250,1,5,63,,62.9209,1632.49
13,Public assembly,8,Mountain,5,Hot or very hot,200000,6,6,70,,31.0372,14.67
5,Nonrefrigerated warehouse,7,West South Central,4,Warm,2400,1,4,40,,66.9075,1218.03
23,Strip shopping center,8,Mountain,1,Cold or very cold,9900,1,9,55,45.0,113.5739,1930.83
23,Strip shopping center,5,South Atlantic,3,Mixed mild,56000,1,7,75,100.0,116.8199,395.28
2,Office,2,Middle Atlantic,3,Mixed mild,310000,8,8,60,94.0,58.6292,14.9
2,Office,8,Mountain,2,Cool,114000,3,7,55,90.0,51.4853,14.9
14,Education,4,West North Central,2,Cool,280000,3,4,60,,56.3503,93.97
2,Office,3,East North Central,1,Cold or very cold,2800,1,7,28,100.0,41.0125,3075.23
18,Lodging,2,Middle Atlantic,7,Withheld for confidentiality,375000,18,2,168,,137.8237,9.01
91,Other,9,Pacific,4,Warm,94000,2,8,168,,196.7749,118.55
7,Public order and safety,3,East North Central,7,Withheld for confidentiality,65000,6,6,8,,95.3594,24.95
14,Education,3,East North Central,2,Cool,39500,2,4,50,,79.7001,611.8
26,Service,5,South Atlantic,5,Hot or very hot,4800,1,6,80,,41.1858,2990.63
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,10500,1,6,45,,22.08,1413.09
16,Inpatient health care,3,East North Central,7,Withheld for confidentiality,1000000,12,8,168,,234.1899,33.82
2,Office,1,New England,2,Cool,290000,12,2,50,77.0,37.9732,14.73
14,Education,7,West South Central,5,Hot or very hot,122000,1,5,45,,37.1267,54.9
5,Nonrefrigerated warehouse,4,West North Central,2,Cool,700000,3,7,168,,69.5323,14.9
2,Office,3,East North Central,2,Cool,7000,2,6,44,100.0,44.543,3075.23
23,Strip shopping center,7,West South Central,4,Warm,300000,1,9,75,92.0,119.3744,111.63
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,200000,12,6,168,,76.859,332.94
13,Public assembly,2,Middle Atlantic,7,Withheld for confidentiality,1500000,4,7,112,,67.3492,14.9
13,Public assembly,1,New England,1,Cold or very cold,14000,2,4,63,,21.7167,2934.43
2,Office,4,West North Central,1,Cold or very cold,500001,6,2,56,85.0,30.7696,7.71
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,36000,2,8,40,,3.1611,227.11
6,Food sales,7,West South Central,5,Hot or very hot,1900,1,6,133,,173.1989,1218.03
2,Office,1,New England,2,Cool,3750,2,5,40,95.0,39.9747,4084.96
8,Outpatient health care,3,East North Central,3,Mixed mild,17000,1,8,50,100.0,121.4838,717.24
7,Public order and safety,9,Pacific,2,Cool,4800,1,5,168,,80.8706,4384.99
2,Office,3,East North Central,1,Cold or very cold,8000,1,9,60,90.0,22.3112,1531.55
14,Education,9,Pacific,4,Warm,12750,1,4,40,,26.6294,495.15
14,Education,3,East North Central,2,Cool,420000,4,3,50,,58.807,8.93
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,350000,2,6,55,,5.3422,14.9
8,Outpatient health care,2,Middle Atlantic,3,Mixed mild,83000,12,6,10,100.0,114.4365,127.33
13,Public assembly,2,Middle Atlantic,2,Cool,11000,2,7,10,,32.8108,1484.29
13,Public assembly,7,West South Central,4,Warm,20000,1,8,91,,32.21,1413.09
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,146000,7,6,168,,94.0135,9.01
13,Public assembly,4,West North Central,7,Withheld for confidentiality,1800000,7,9,40,,70.8002,14.9
26,Service,9,Pacific,2,Cool,2500,1,2,50,,21.0176,3075.23
2,Office,5,South Atlantic,4,Warm,41500,2,8,50,90.0,153.0484,591.56
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,30000,1,6,42,,1.2144,15.06
5,Nonrefrigerated warehouse,5,South Atlantic,3,Mixed mild,210000,1,9,50,,28.354,66.03
2,Office,9,Pacific,2,Cool,9300,1,7,48,100.0,32.7878,1531.55
14,Education,3,East North Central,2,Cool,335000,5,2,101,,98.5739,8.93
5,Nonrefrigerated warehouse,3,East North Central,1,Cold or very cold,12000,2,8,50,,52.0704,3554.88
23,Strip shopping center,8,Mountain,2,Cool,79000,1,7,126,96.0,154.9074,395.28
13,Public assembly,2,Middle Atlantic,2,Cool,29500,5,2,70,,132.2194,611.8
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,162000,8,6,168,,77.0809,9.01
17,Nursing,5,South Atlantic,3,Mixed mild,65000,2,5,168,,116.3766,110.28
2,Office,3,East North Central,7,Withheld for confidentiality,1800000,6,7,65,100.0,75.0326,15.06
2,Office,9,Pacific,4,Warm,280000,6,8,40,90.0,52.9348,12.36
26,Service,5,South Atlantic,3,Mixed mild,30000,2,4,77,,92.1694,21.42
2,Office,8,Mountain,5,Hot or very hot,15750,2,8,45,75.0,64.1259,611.8
2,Office,6,East South Central,4,Warm,420000,5,7,44,100.0,90.4281,14.67
14,Education,5,South Atlantic,4,Warm,235000,3,8,50,,48.1335,8.84
14,Education,2,Middle Atlantic,3,Mixed mild,156000,3,2,50,,101.5219,8.84
14,Education,2,Middle Atlantic,7,Withheld for confidentiality,900000,8,6,168,,134.6793,6.63
25,Retail other than mall,7,West South Central,5,Hot or very hot,15000,1,4,84,,20.6897,1489.41
15,Food service,5,South Atlantic,4,Warm,3900,1,6,115,,637.4867,1218.03
13,Public assembly,3,East North Central,2,Cool,53000,4,3,168,,193.0059,495.15
25,Retail other than mall,6,East South Central,4,Warm,158000,1,8,168,,110.6413,125.04
2,Office,7,West South Central,5,Hot or very hot,50000,5,5,54,60.0,16.5261,240.4
2,Office,3,East North Central,2,Cool,4550,1,5,35,40.0,70.8635,5227.22
14,Education,1,New England,7,Withheld for confidentiality,345000,8,7,120,,111.1959,5.91
23,Strip shopping center,5,South Atlantic,4,Warm,102000,1,8,126,99.0,169.757,175.02
13,Public assembly,5,South Atlantic,4,Warm,18000,2,7,84,,74.1406,1315.0
15,Food service,4,West North Central,1,Cold or very cold,8000,1,9,48,,58.5085,687.8
14,Education,3,East North Central,2,Cool,77000,2,8,65,,56.7033,876.13
13,Public assembly,3,East North Central,2,Cool,1500,4,2,8,,8.7167,4384.99
2,Office,9,Pacific,1,Cold or very cold,102000,12,6,20,100.0,146.1912,253.07
25,Retail other than mall,8,Mountain,3,Mixed mild,205000,1,8,168,,107.8468,44.87
14,Education,3,East North Central,2,Cool,106000,2,7,70,,46.3676,100.08
2,Office,5,South Atlantic,3,Mixed mild,83000,5,6,54,90.0,71.86,267.28
91,Other,4,West North Central,2,Cool,2400,1,3,168,,13.9692,1218.03
14,Education,3,East North Central,1,Cold or very cold,310000,2,5,80,,52.9273,169.14
2,Office,4,West North Central,3,Mixed mild,5200,2,5,52,50.0,77.4644,2990.63
18,Lodging,5,South Atlantic,5,Hot or very hot,250000,9,8,168,,89.7335,5.89
26,Service,9,Pacific,4,Warm,6700,1,2,10,,12.7016,6921.06
25,Retail other than mall,5,South Atlantic,5,Hot or very hot,205000,1,8,168,,137.3682,62.06
15,Food service,7,West South Central,5,Hot or very hot,7000,1,8,85,,350.6581,1218.03
16,Inpatient health care,7,West South Central,7,Withheld for confidentiality,1700000,8,9,168,,198.6721,6.59
2,Office,2,Middle Atlantic,3,Mixed mild,600000,18,3,168,100.0,66.7998,14.9
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,60000,2,5,40,,13.4814,655.85
2,Office,3,East North Central,2,Cool,4500,1,2,45,100.0,133.3627,6534.79
5,Nonrefrigerated warehouse,3,East North Central,3,Mixed mild,300000,2,8,70,,33.1974,19.68
14,Education,9,Pacific,5,Hot or very hot,25000,2,7,60,,25.4511,4384.99
2,Office,5,South Atlantic,5,Hot or very hot,345000,1,6,112,70.0,75.0241,14.9
2,Office,3,East North Central,2,Cool,240000,4,7,12,45.0,48.5596,90.5
14,Education,7,West South Central,4,Warm,69000,1,6,35,,61.1252,330.8
14,Education,3,East North Central,1,Cold or very cold,140000,3,4,60,,130.5113,100.08
14,Education,6,East South Central,7,Withheld for confidentiality,17500,1,7,66,,56.7475,580.45
2,Office,5,South Atlantic,3,Mixed mild,116000,5,2,70,76.0,60.5434,97.52
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,5000,2,8,50,,17.8806,2990.63
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,138000,1,7,50,,23.3555,125.04
13,Public assembly,3,East North Central,2,Cool,102000,3,7,112,,217.2391,118.55
17,Nursing,3,East North Central,2,Cool,325000,4,8,168,,59.9451,52.55
5,Nonrefrigerated warehouse,4,West North Central,1,Cold or very cold,3300,1,6,40,,31.2479,2990.63
25,Retail other than mall,8,Mountain,4,Warm,1500,1,5,40,,45.0113,2934.43
2,Office,5,South Atlantic,3,Mixed mild,71000,4,8,168,95.0,30.795,224.76
26,Service,3,East North Central,3,Mixed mild,1400,1,5,40,,18.4843,2934.43
14,Education,2,Middle Atlantic,3,Mixed mild,89000,5,8,55,,86.4381,97.52
15,Food service,3,East North Central,2,Cool,7000,1,4,135,,447.0639,1265.79
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,25000,2,5,40,,77.6598,1413.09
13,Public assembly,5,South Atlantic,3,Mixed mild,116000,3,9,60,,94.8109,8.44
26,Service,4,West North Central,1,Cold or very cold,11500,1,3,40,,13.3111,2990.63
12,Religious worship,3,East North Central,2,Cool,9000,1,3,16,,94.6398,1531.55
2,Office,5,South Atlantic,3,Mixed mild,900000,9,2,65,100.0,57.0683,6.52
15,Food service,7,West South Central,5,Hot or very hot,4400,1,9,88,,625.7566,690.18
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,120000,1,4,76,,14.9286,249.3
26,Service,3,East North Central,2,Cool,10500,1,7,10,,41.1004,1906.18
15,Food service,1,New England,2,Cool,4900,3,2,72,,217.5288,1195.14
26,Service,9,Pacific,1,Cold or very cold,1800,2,3,0,,78.0183,3825.74
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,28000,1,5,45,,27.849,623.52
26,Service,9,Pacific,4,Warm,35000,1,8,150,,89.3869,312.77
26,Service,2,Middle Atlantic,3,Mixed mild,10000,1,8,120,,126.7986,3320.27
15,Food service,9,Pacific,4,Warm,3000,1,2,98,,106.4087,1265.79
12,Religious worship,9,Pacific,4,Warm,15000,3,2,80,,89.9491,611.8
26,Service,4,West North Central,3,Mixed mild,2000,1,6,40,,42.4975,2990.63
16,Inpatient health care,7,West South Central,7,Withheld for confidentiality,600000,8,3,168,,215.9548,10.07
25,Retail other than mall,7,West South Central,4,Warm,188000,1,8,168,,108.7151,125.04
18,Lodging,9,Pacific,7,Withheld for confidentiality,26000,2,7,168,,88.3484,495.15
26,Service,3,East North Central,1,Cold or very cold,2500,1,5,12,,1.4388,6921.06
25,Retail other than mall,7,West South Central,4,Warm,215000,1,8,168,,117.0915,54.13
2,Office,3,East North Central,7,Withheld for confidentiality,1800000,18,7,77,90.0,24.8474,15.06
18,Lodging,1,New England,7,Withheld for confidentiality,108000,9,2,168,,49.8351,7.62
5,Nonrefrigerated warehouse,5,South Atlantic,7,Withheld for confidentiality,1700000,2,6,168,,27.1473,14.9
2,Office,1,New England,2,Cool,63000,4,6,40,100.0,39.8133,240.4
13,Public assembly,5,South Atlantic,4,Warm,19000,1,3,88,,155.7704,1413.09
2,Office,4,West North Central,3,Mixed mild,25000,4,2,72,100.0,155.3796,502.9
5,Nonrefrigerated warehouse,3,East North Central,1,Cold or very cold,475000,3,5,168,,29.0057,78.02
5,Nonrefrigerated warehouse,9,Pacific,2,Cool,1001,1,3,2,,69.6683,3075.23
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,110000,1,7,168,,46.5325,125.92
14,Education,2,Middle Atlantic,7,Withheld for confidentiality,39000,2,5,75,,116.8747,502.9
13,Public assembly,4,West North Central,2,Cool,4300,3,2,6,,1.1209,2934.43
14,Education,3,East North Central,7,Withheld for confidentiality,198000,3,4,75,,107.3353,58.46
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,800000,2,5,168,,49.8745,69.6
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,405000,5,7,168,,324.2537,22.04
23,Strip shopping center,3,East North Central,2,Cool,6700,1,4,60,81.0,77.8213,1930.83
